lacjam,Founder2be Perth f2bperth First Perth event was on 2.Nov.13. Next event 2014 tbc. Check top Perth Startups here: http://t.co/mwhHmpMVt3
f2bperth,buy in brisbane buyinbrisbane buy in brisbane is dedicated to providing property purchasers and investors essential know-how information to successfully buy real estate in Brisbane.
buyinbrisbane,ramazotti getmeacoojob Social IT
getmeacoojob,Paul Wu pchwu 
pchwu,"Simon Cropp SimonCropp Nerd, runner, insomniac. Works at @ParticularSW on NServiceBus https://t.co/ZyE8vPmVBf"
SimonCropp,Nootriment Nootriment At http://t.co/jTDYF1v2sN we believe the safe & informed use of supplements can improve mental & physical performance & promote an optimal state of well-being.
Nootriment,Linda Cox LindaCox432 
LindaCox432,adam melis jontiemelis 
jontiemelis,PURE PACE RECORDS purepacerecords 
purepacerecords,James Sargeant SargeantJames 
SargeantJames,Adam Hunter adamhunter_au 
adamhunter_au,"Mansal Denton TheHackedMind I don't know, man. I'm just livin'"
TheHackedMind,Therese Hansen qedtherese Computer Scientist. Blogger. World traveller. Co-founder/owner of Monzoom and QED.dk and former Scrum Master at LEGO. Currently working on linkstacks.io
qedtherese,Shane ShaneJager 
ShaneJager,"Section sectiondnb Drum & Bass duo making music for Dread, Directors Cut, Audio Addict, Physmatics & Rogue Beatz sectiondnb@gmail.com https://t.co/c6boINnzFI"
sectiondnb,"Mike Orzen MikeOrzen Lean author with 20+ yrs in IT, Mfg. & Service. Applying Lean Thinking to Org'l capability & personal growth. Yoga, meditation, marathoner, life-long learner!"
MikeOrzen,Code Tip Daily codeTipDaily Get your daily coding tip! We offer a daily tip on how to be a great software developer!
codeTipDaily,Flirt N Dessert FlirtNDessert Flirt N Dessert is a pop up supper club for singles. We host dinners in unique secret locations and invite handpicked single people to attend them.
FlirtNDessert,"Readify readify Helping clients innovate with technology. Beautiful design, insightful data science, and quality software at speed. https://t.co/9ziMNCqPLw"
readify,"Daily Dead DailyDeadNews Daily Dead - Zombies and Horror News, Reviews, Features, Videos, and Interviews."
DailyDeadNews,Bill BillBildo Bill from The Hills VVVVVvvvvvv
BillBildo,gavin almightygav 
almightygav,Declan decs77 
decs77,"Perth glory fc fansofglory bringing the Perth glory fans together, follow to make this club a proper fan club"
fansofglory,"Jesus's Accountant ForensicsBlair With my #Father #God #Jesus all way thru de #Digit_jungle #Excellence & #UnashamedImpact with  de #BestAccountant #TheGreatnessOfMyGod
http://t.co/JiJNUYmvhH"
ForensicsBlair,"GHOST PROTOCOL GHOSTPROTOCOLS US HM Crown Scotland Ireland CARROLL TRUST $5,OOO,OOO,OOO  FBI SCOTLAND YARD - TEMPLE CHURCH LONDON - Lord Marshal * Earl of Sutherland * Lord O'Carroll Case"
GHOSTPROTOCOLS,West Coast Eagles WestCoastEagle1 We are the Eagles! WC Eagles News
WestCoastEagle1,Sydney Swans SydneySwans2 The Red and The White! Swannies News
peerapatnadmhun,nad lunla peerapatnadmhun 
ewadolen3063,Ewa Dolen ewadolen3063 
JagPoonie,Jag JagPoonie 
AshleighHowick,Ashleigh AshleighHowick General Greatness!
stevelikesyou,Steve Gilles stevelikesyou Technical recruiter who is actually technical. Founded @LookaheadSearch.
chameenb,Chameen chameenb IT professional in Sydney with Sri Lankan background. Interest are in Financial Services and http://t.co/9h8ph3bIHB CRM
ttliu2000,"Tao Liu ttliu2000 Husband, Dad, F#, C#, Genetic Algorithm, GPGPU, see my blog http://t.co/ItEZvzPtmE"
bradcumbers,Brad Cumbers bradcumbers CEO & Co-founder of Martialytics. Designer. Helping martial arts school owners take care of business.
SolutionsIQ,"SolutionsIQ SolutionsIQ SolutionsIQ offers a comprehensive solution for companies seeking to adopt Agile practices, from the team level to executive management."
andrewjones1971,Andrew Jones andrewjones1971 Head of Commercial Development at RateSetter in Sydney. Wouldn't it be great to simplify finance through technology
QuotesNSmiles,QuotesNSmilesT QuotesNSmiles Sending You Love & Motivation for a Daily Smile - Checkout all of our quotes here. - https://t.co/OKAXNbHmPK
JackVilliers,Jack Villiers JackVilliers Technical Recruiter @ JUST EAT / Co-Founder & Organiser of the London Developer in Test Gathering (opinions are my own)
talesbartender,"Tales of a Bartender talesbartender Tales of a Bar Tender is a collection of characters that you may find in pubs and clubs. Brought to life with short tales, humourous poetry and illustrations."
Rregula,Rregula Rregula Rregula :: Zombie Cats
MerchantTribe,"MerchantTribe MerchantTribe The free, open-source shopping cart software that makes web merchants smarter."
estherderby,"estherderby estherderby Our level of individual, team & company 
success is deeply impacted by our work environment and organizational dynamics. Design your organization to succeed."
ConfigNinja,"Santos Martinez ConfigNinja The official Twitter of the #Author of Mastering #SysCtr #ConfigMgr Book Series. I'm a #Microsoft PFE, #Chess Player and #Karate Master #Shihan GT:Bladepool"
willbt,Will Beattie willbt General Manager at Quixotic moonlighting as a singer/songwriter @willbtmusic
DaleLeavittFL,Dale Leavitt DaleLeavittFL Florida Panther fan
adbrowne,adbrowne adbrowne 
schotime,Adam Schr”der schotime Software Developer. OSS projects NPoco and SchoStack.
TamsynGricev341,Tamsyn Grice TamsynGricev341 
TonyAbbottMHR,Tony Abbott TonyAbbottMHR Federal Member for Warringah
alexanderdanilo,"Alex Danilo alexanderdanilo Voracious technology sponge, can't get enough of the digital world (and give it back)"
LukeForro,Luke Forrestal LukeForro 
Daisyandthebear,Natalie Forrestal Daisyandthebear picture taker. memory keeper. weird dog lady. eternal optimist.
simpsonjulian,"simpsonjulian simpsonjulian Blogger, professional build manager, systems administrator, caffiene addict, dad."
wCierrra_sr8,Cierra Cooper wCierrra_sr8 Yet another Christmas alone... anyone single? add me at http://go-u<U+200C>r<U+200C>l.in/48Q
jJaylaa_qu9_,Jayla Reed jJaylaa_qu9_ Yet another Christmas alone... anyone single? add me at http://go-u<U+200C>r<U+200C>l.in/3nV
hjm1976,Hannah Mitchell hjm1976 
CarverAlex,"Alex Carver CarverAlex English, sports mad, living in Australia. Rugby union die hard - player & referee. #THFC Fan, although Donny rovers are a close 2nd. All views are my own."
riversidenet,"Riverside Internet riversidenet With over 10 years experience, we create beautiful websites and build brands."
shangoman,"abdul baruwa shangoman FSharp, C#,  Xaml, Polygot Developer"
RMArecruit,"RMArecruit RMArecruit We provide recruitment and executive search of permanent and contract IT professionals, along with contractor management and administration services"
scoopon,Scoopon scoopon Get the most desirable deals around Australia with @Scoopon: Australia's #1 group buying site!
MarlinMorgan,marlin morgan MarlinMorgan Application Developer having a blast creating functioning products.
tgmcclen,Trent McClenahan tgmcclen Passionate about the web and establishing high performance teams
2xmTechnologyau,"2XM Technology 2xmTechnologyau Managing Director 
2XM Technology Pty Ltd
http://t.co/aNdkAy4W"
GreatestQuotes,"Great Minds Quotes GreatestQuotes A collection of quotes that will challenge, motivate and inspire you. Compiled by Sinead Duffy, Hypnotherapist & Psychotherapist"
MullerAUS,Muller MullerAUS PGFC
LukaszRuKasu,Lukasz Ru-Kasu LukaszRuKasu http://t.co/fcI62hgwyq
Traffic_Target,Simon Web Traffic_Target Traffic Target - Targeting the tastiest traffic techniques.
TheSausageDog,Sean Thomson TheSausageDog Sydney-based finance IT guy. Not actually a sausage dog.
rbanks54,"Richard Banks rbanks54 Yes, its's true. I polish my forehead each day to give it that extra shine! You can never have enough shiny!  Oooh, shiny!!"
boweesrant,"bowie boweesrant I came, I saw, I ranted, then tweeted"
RichardWilliam4,Richard Williams RichardWilliam4 
pjimmy,"Jimmy P pjimmy Dev, .NET, other things."
spurrdeals,spurrdeals spurrdeals Australia's latest group buying site that everyone's buzzing about!
Garetha01,Gareth Owen Garetha01 Graphic Designer
rickasaurus,"Richard Minerich rickasaurus Functional Revolutionary. F# Fanatic. Transhumanist. Loves Fancy Types, Machine Learning, Physics and Other Shiny Things."
REMIXAU,"REMIX Australia REMIXAU The official twitter account for REMIX Australia #auremix, #remixau"
web2tweet,Web Notes web2tweet 
JessicaGough420,JessicaGough JessicaGough420 
FarmFreshCode,"Farm Fresh FarmFreshCode Just starting out with .NET and the Umbraco CMS. I'll be documenting my problems, successes, and thoughts as I go. Please contribute any advice you might have!"
AndyWoodMusic,Andy Wood AndyWoodMusic Musician. Proud father &. Loving husband to my beautiful bride Melissa. Country boy at heart.That's all you need to know really!
slace,"Aaron Powell slace Readify Principal Consultant, JavaScript fanboy, open web lover, web MVPness holder, IE userAgent, IndexedDB proponent"
sydjs,Sydney JavaScript sydjs Sydney loves JavaScript. And JavaScript loves Sydney!
smunno,"Steve Munachen smunno Creative Director at Pitch. Fan of LFC, Pearl Jam and Nth Melb Roos. I sometimes tweet work related news, but otherwise all comments are my own."
dmohl,"Daniel Mohl dmohl O'Reilly author, ASPInsider, C# Insider, musician"
RichardAYoung,"Richard Young RichardAYoung Architect focusing on everything Microsoft related especially SharePoint, xRM, Lync and BizTalk.  Son, Husband, Father, Grandfather and some time author"
DeveloperRecCon,Matthew Foot DeveloperRecCon Director of @BristowHolland - Specialist Software Development Recruiter based in Ipswich focusing on roles throughout the East of England.
GibboAtBeazley,GibboAtBeazley GibboAtBeazley 
jeremylikness,Jeremy Likness jeremylikness Hand-picked #JavaScript #AngularJS #Azure #NodeJS #Docker & more from @ivisionatl director of app dev. Opinions are my own.
zimakki,zimakki zimakki CTO at The Book Of Everyone
Elliot_Arazi,Elliot A Elliot_Arazi 
smohapibanks,"Steven Mohapi-Banks smohapibanks CTO for Digital Science, worked for Nature Publishing Group, Reuters and Forward in previous lives"
adrianlongley,Adrian Longley adrianlongley 
NivenDallas,"Niven Dallas. Author NivenDallas Ex business developer now Author writer with many great, sad, funny, and terrifying stories to write about. Real people, and issues, with much fact-fiction."
ChrisFulstow,"Chris Fulstow ChrisFulstow Scalable cloud architecture, devops, and low-latency real-time systems with .NET, Azure and AWS."
yungst4r,yung nguyen yungst4r small interest in everything that is life.. likes creating things and aspires to do a startup!
porcupinetreef,"Porcupine Tree Fans porcupinetreef Tweets about Porcupine Tree and surroundings.
The official PT twitter is @PorcupineTree"
Bruja_Averia,"Marta G. Ferrero Bruja_Averia Suffering from chronic lack of sleep due to all the fabulous things this world has to offer, including my son, games, drinks with friends and, of course, sleep."
christianbishp,Christian Bishop fizzybish7 Digital Strategist @MargaretRiverAU
davidjames,David James davidjames Owner and founder of http://t.co/KzvpneUNRV
builddoctor,"Julian Simpson builddoctor I work for Neo Technology, makers of Neo4j. Ruby coder, build monkey, infrastructure developer, card carrying continous delivery and devops guy."
clintoncherry,"Clinton Cherry clintoncherry Perth guy who loves Eagles (and AFL), Premier League, Programming (.Net, SharePoint, Windows Mobile), Sport, Movies, Microsoft and... Women's dresses"
markkemper,Mark Kemper markkemper Web developer
mikepuddephat,Mike Puddephat mikepuddephat London based .NET developer and founder of @codecallback. Available for contract work from 22nd August.
majikandy,"Andy Davis majikandy Wantrepreneur, Founder of Nujob"
Wolfbyte,"Mike Minutillo Wolfbyte C#. Web. Architect. Agile. http://t.co/78Bel4yu MVP. Perth, Western Australia. Self-described Indiscriminate Information Sponge"
JakeGinnivan,"Jake Ginnivan JakeGinnivan .Net/JS developer based in Perth, Open Source Maintainer, Speaker, Blogger. Working with @Readify"
gloriasnow,Gloria Snow gloriasnow Professional photographer from Maine. I love the great outdoors.
ManCity,Manchester City ManCity The official Manchester City Twitter - Supporter Enquiries @ManCityHelp - Snapchat mcfcofficial https://t.co/0gWl0iLEDt
penderi,penderi penderi 
